index,name,formula,mz,rt
83,acetyl-carnitine M3,C9H17NO4,207.133065,4.54
84,acetyl-carnitine M4,C9H17NO4,208.13642,4.54
85,acetyl-carnitine M5,C9H17NO4,209.139775,4.54
86,acetyl-carnitine M6,C9H17NO4,210.14313,4.54
87,acetyl-carnitine M7,C9H17NO4,211.146485,4.54
88,acetyl-carnitine M8,C9H17NO4,212.14984,4.54
89,acetyl-carnitine M9,C9H17NO4,213.153195,4.54
90,asparagine M0,C4H8N2O3,133.061,7.41
91,asparagine M1,C4H8N2O3,134.064355,7.41
92,asparagine M2,C4H8N2O3,135.06771,7.41
93,asparagine M3,C4H8N2O3,136.071065,7.41
94,asparagine M4,C4H8N2O3,137.07442,7.41
95,citrulline M0,C6H13N3O3,176.103,7.86
96,citrulline M1,C6H13N3O3,177.106355,7.86
97,citrulline M2,C6H13N3O3,178.10971,7.86
98,citrulline M3,C6H13N3O3,179.113065,7.86
99,citrulline M4,C6H13N3O3,180.11642,7.86
100,citrulline M5,C6H13N3O3,181.119775,7.86
101,citrulline M6,C6H13N3O3,182.12313,7.86
102,choline M0,C5H14NO+,104.107,8.85
103,choline M1,C5H14NO+,105.110355,8.85
104,choline M2,C5H14NO+,106.11371,8.85
105,choline M3,C5H14NO+,107.117065,8.85
106,choline M4,C5H14NO+,108.12042,8.85
107,choline M5,C5H14NO+,109.123775,8.85
108,NAD+ M0,C21H27N7O14P2,664.116,7.55
109,NAD+ M1,C21H27N7O14P2,665.119355,7.55
110,NAD+ M2,C21H27N7O14P2,666.12271,7.55
111,NAD+ M3,C21H27N7O14P2,667.126065,7.55
112,NAD+ M4,C21H27N7O14P2,668.12942,7.55
113,NAD+ M5,C21H27N7O14P2,669.132775,7.55
114,NAD+ M6,C21H27N7O14P2,670.13613,7.55
115,NAD+ M7,C21H27N7O14P2,671.139485,7.55
116,NAD+ M8,C21H27N7O14P2,672.14284,7.55
117,NAD+ M9,C21H27N7O14P2,673.146195,7.55
118,NAD+ M10,C21H27N7O14P2,674.14955,7.55
119,NAD+ M11,C21H27N7O14P2,675.152905,7.55
120,NAD+ M12,C21H27N7O14P2,676.15626,7.55
121,NAD+ M13,C21H27N7O14P2,677.159615,7.55
122,NAD+ M14,C21H27N7O14P2,678.16297,7.55
123,NAD+ M15,C21H27N7O14P2,679.166325,7.55
124,NAD+ M16,C21H27N7O14P2,680.16968,7.55
125,NAD+ M17,C21H27N7O14P2,681.173035,7.55
126,NAD+ M18,C21H27N7O14P2,682.17639,7.55
127,NAD+ M19,C21H27N7O14P2,683.179745,7.55
128,NAD+ M20,C21H27N7O14P2,684.1831,7.55
129,NAD+ M21,C21H27N7O14P2,685.186455,7.55
130,carnitine M0,C7H15NO3,162.112,6.06
131,carnitine M1,C7H15NO3,163.115355,6.06
132,carnitine M2,C7H15NO3,164.11871,6.06
133,carnitine M3,C7H15NO3,165.122065,6.06
134,carnitine M4,C7H15NO3,166.12542,6.06
135,carnitine M5,C7H15NO3,167.128775,6.06
136,carnitine M6,C7H15NO3,168.13213,6.06
137,carnitine M7,C7H15NO3,169.135485,6.06
138,CDP-choline M0,C14H26N4O11P2,489.115,8.37
139,CDP-choline M1,C14H26N4O11P2,490.118355,8.37
140,CDP-choline M2,C14H26N4O11P2,491.12171,8.37
141,CDP-choline M3,C14H26N4O11P2,492.125065,8.37
142,CDP-choline M4,C14H26N4O11P2,493.12842,8.37
143,CDP-choline M5,C14H26N4O11P2,494.131775,8.37
144,CDP-choline M6,C14H26N4O11P2,495.13513,8.37
145,CDP-choline M7,C14H26N4O11P2,496.138485,8.37
146,CDP-choline M8,C14H26N4O11P2,497.14184,8.37
147,CDP-choline M9,C14H26N4O11P2,498.145195,8.37
148,CDP-choline M10,C14H26N4O11P2,499.14855,8.37
149,CDP-choline M11,C14H26N4O11P2,500.151905,8.37
150,CDP-choline M12,C14H26N4O11P2,501.15526,8.37
151,CDP-choline M13,C14H26N4O11P2,502.158615,8.37
152,CDP-choline M14,C14H26N4O11P2,503.16197,8.37
153,propionyl-carnitine M0,C10H19NO4,218.139,3.76
154,propionyl-carnitine M1,C10H19NO4,219.142355,3.76
155,propionyl-carnitine M2,C10H19NO4,220.14571,3.76
156,propionyl-carnitine M3,C10H19NO4,221.149065,3.76
157,propionyl-carnitine M4,C10H19NO4,222.15242,3.76
158,propionyl-carnitine M5,C10H19NO4,223.155775,3.76
159,propionyl-carnitine M6,C10H19NO4,224.15913,3.76
160,propionyl-carnitine M7,C10H19NO4,225.162485,3.76
161,propionyl-carnitine M8,C10H19NO4,226.16584,3.76
162,propionyl-carnitine M9,C10H19NO4,227.169195,3.76
163,propionyl-carnitine M10,C10H19NO4,228.17255,3.76
164,ornithine M0,C5H12N2O2,133.097,10.56
165,ornithine M1,C5H12N2O2,134.100355,10.56
166,ornithine M2,C5H12N2O2,135.10371,10.56
167,ornithine M3,C5H12N2O2,136.107065,10.56
168,ornithine M4,C5H12N2O2,137.11042,10.56
169,ornithine M5,C5H12N2O2,138.113775,10.56
170,5'-methylthioadenosine M0,C11H15N5O3S,298.097,2.32
171,5'-methylthioadenosine M1,C11H15N5O3S,299.100355,2.32
172,5'-methylthioadenosine M2,C11H15N5O3S,300.10371,2.32
173,5'-methylthioadenosine M3,C11H15N5O3S,301.107065,2.32
174,5'-methylthioadenosine M4,C11H15N5O3S,302.11042,2.32
175,5'-methylthioadenosine M5,C11H15N5O3S,303.113775,2.32
176,5'-methylthioadenosine M6,C11H15N5O3S,304.11713,2.32
177,5'-methylthioadenosine M7,C11H15N5O3S,305.120485,2.32
178,5'-methylthioadenosine M8,C11H15N5O3S,306.12384,2.32
179,5'-methylthioadenosine M9,C11H15N5O3S,307.127195,2.32
180,5'-methylthioadenosine M10,C11H15N5O3S,308.13055,2.32
181,5'-methylthioadenosine M11,C11H15N5O3S,309.133905,2.32
182,cystathionine M0,C7H14N2O4S,223.075,8.86
183,cystathionine M1,C7H14N2O4S,224.078355,8.86
184,cystathionine M2,C7H14N2O4S,225.08171,8.86
185,cystathionine M3,C7H14N2O4S,226.085065,8.86
186,cystathionine M4,C7H14N2O4S,227.08842,8.86
187,cystathionine M5,C7H14N2O4S,228.091775,8.86
188,cystathionine M6,C7H14N2O4S,229.09513,8.86
189,cystathionine M7,C7H14N2O4S,230.098485,8.86
190,NADP+ M0,C21H29N7O17P3,744.083,9.92
191,NADP+ M1,C21H29N7O17P3,745.086355,9.92
192,NADP+ M2,C21H29N7O17P3,746.08971,9.92
193,NADP+ M3,C21H29N7O17P3,747.093065,9.92
194,NADP+ M4,C21H29N7O17P3,748.09642,9.92
195,NADP+ M5,C21H29N7O17P3,749.099775,9.92
196,NADP+ M6,C21H29N7O17P3,750.10313,9.92
197,NADP+ M7,C21H29N7O17P3,751.106485,9.92
198,NADP+ M8,C21H29N7O17P3,752.10984,9.92
199,NADP+ M9,C21H29N7O17P3,753.113195,9.92
200,NADP+ M10,C21H29N7O17P3,754.11655,9.92
201,NADP+ M11,C21H29N7O17P3,755.119905,9.92
202,NADP+ M12,C21H29N7O17P3,756.12326,9.92
203,NADP+ M13,C21H29N7O17P3,757.126615,9.92
204,NADP+ M14,C21H29N7O17P3,758.12997,9.92
205,NADP+ M15,C21H29N7O17P3,759.133325,9.92
206,NADP+ M16,C21H29N7O17P3,760.13668,9.92
207,NADP+ M17,C21H29N7O17P3,761.140035,9.92
208,NADP+ M18,C21H29N7O17P3,762.14339,9.92
209,NADP+ M19,C21H29N7O17P3,763.146745,9.92
210,NADP+ M20,C21H29N7O17P3,764.1501,9.92
211,NADP+ M21,C21H29N7O17P3,765.153455,9.92
212,creatine M0,C4H9N3O2,132.077,7.03
213,creatine M1,C4H9N3O2,133.080355,7.03
214,creatine M2,C4H9N3O2,134.08371,7.03
215,creatine M3,C4H9N3O2,135.087065,7.03
216,creatine M4,C4H9N3O2,136.09042,7.03
217,glycerophosphocholine M0,C8H20NO6P,258.11,6.89
218,glycerophosphocholine M1,C8H20NO6P,259.113355,6.89
219,glycerophosphocholine M2,C8H20NO6P,260.11671,6.89
220,glycerophosphocholine M3,C8H20NO6P,261.120065,6.89
221,glycerophosphocholine M4,C8H20NO6P,262.12342,6.89
222,glycerophosphocholine M5,C8H20NO6P,263.126775,6.89
223,glycerophosphocholine M6,C8H20NO6P,264.13013,6.89
224,glycerophosphocholine M7,C8H20NO6P,265.133485,6.89
225,glycerophosphocholine M8,C8H20NO6P,266.13684,6.89
226,adenosine M0,C10H13N5O4,268.104,3.3
227,adenosine M1,C10H13N5O4,269.107355,3.3
228,adenosine M2,C10H13N5O4,270.11071,3.3
229,adenosine M3,C10H13N5O4,271.114065,3.3
230,adenosine M4,C10H13N5O4,272.11742,3.3
231,adenosine M5,C10H13N5O4,273.120775,3.3
232,adenosine M6,C10H13N5O4,274.12413,3.3
233,adenosine M7,C10H13N5O4,275.127485,3.3
234,adenosine M8,C10H13N5O4,276.13084,3.3
235,adenosine M9,C10H13N5O4,277.134195,3.3
236,adenosine M10,C10H13N5O4,278.13755,3.3
237,guanine M0,C5H5N5O,152.057,5.04
238,guanine M1,C5H5N5O,153.060355,5.04
239,guanine M2,C5H5N5O,154.06371,5.04
240,guanine M3,C5H5N5O,155.067065,5.04
241,guanine M4,C5H5N5O,156.07042,5.04
242,guanine M5,C5H5N5O,157.073775,5.04
243,phosphocholine M0,C5H15NO4P,184.074,8.02
244,phosphocholine M1,C5H15NO4P,185.077355,8.02
245,phosphocholine M2,C5H15NO4P,186.08071,8.02
246,phosphocholine M3,C5H15NO4P,187.084065,8.02
247,phosphocholine M4,C5H15NO4P,188.08742,8.02
248,phosphocholine M5,C5H15NO4P,189.090775,8.02
249,kynurenine M0,C10H12N2O3,209.092,4.53
250,kynurenine M1,C10H12N2O3,210.095355,4.53
251,kynurenine M2,C10H12N2O3,211.09871,4.53
252,kynurenine M3,C10H12N2O3,212.102065,4.53
253,kynurenine M4,C10H12N2O3,213.10542,4.53
254,kynurenine M5,C10H12N2O3,214.108775,4.53
255,kynurenine M6,C10H12N2O3,215.11213,4.53
256,kynurenine M7,C10H12N2O3,216.115485,4.53
257,kynurenine M8,C10H12N2O3,217.11884,4.53
258,kynurenine M9,C10H12N2O3,218.122195,4.53
259,kynurenine M10,C10H12N2O3,219.12555,4.53
260,kynurenic acid M0,C10H7NO3,190.05,2.45
261,kynurenic acid M1,C10H7NO3,191.053355,2.45
262,kynurenic acid M2,C10H7NO3,192.05671,2.45
263,kynurenic acid M3,C10H7NO3,193.060065,2.45
264,kynurenic acid M4,C10H7NO3,194.06342,2.45
265,kynurenic acid M5,C10H7NO3,195.066775,2.45
266,kynurenic acid M6,C10H7NO3,196.07013,2.45
267,kynurenic acid M7,C10H7NO3,197.073485,2.45
268,kynurenic acid M8,C10H7NO3,198.07684,2.45
269,kynurenic acid M9,C10H7NO3,199.080195,2.45
270,kynurenic acid M10,C10H7NO3,200.08355,2.45
271,sarcosine M0,C3H7NO2,90.055,7.55
272,sarcosine M1,C3H7NO2,91.058355,7.55
273,sarcosine M2,C3H7NO2,92.06171,7.55
274,sarcosine M3,C3H7NO2,93.065065,7.55
275,leucine / isoleucine M0,C6H13NO2,132.102,4.6
276,leucine / isoleucine M1,C6H13NO2,133.105355,4.6
277,leucine / isoleucine M2,C6H13NO2,134.10871,4.6
278,leucine / isoleucine M3,C6H13NO2,135.112065,4.6
279,leucine / isoleucine M4,C6H13NO2,136.11542,4.6
280,leucine / isoleucine M5,C6H13NO2,137.118775,4.6
281,leucine / isoleucine M6,C6H13NO2,138.12213,4.6
282,1-methylnicotinamide M0,C7H9N2O,137.072,3.41
283,1-methylnicotinamide M1,C7H9N2O,138.075355,3.41
284,1-methylnicotinamide M2,C7H9N2O,139.07871,3.41
285,1-methylnicotinamide M3,C7H9N2O,140.082065,3.41
286,1-methylnicotinamide M4,C7H9N2O,141.08542,3.41
287,1-methylnicotinamide M5,C7H9N2O,142.088775,3.41
288,1-methylnicotinamide M6,C7H9N2O,143.09213,3.41
289,1-methylnicotinamide M7,C7H9N2O,144.095485,3.41
290,nicotinamide M0,C6H6N2O,123.055,2.56
291,nicotinamide M1,C6H6N2O,124.058355,2.56
292,nicotinamide M2,C6H6N2O,125.06171,2.56
293,nicotinamide M3,C6H6N2O,126.065065,2.56
294,nicotinamide M4,C6H6N2O,127.06842,2.56
295,nicotinamide M5,C6H6N2O,128.071775,2.56
296,nicotinamide M6,C6H6N2O,129.07513,2.56
297,methioninesulfoxide M0,C5H11NO3S,166.053,6.18
298,methioninesulfoxide M1,C5H11NO3S,167.056355,6.18
299,methioninesulfoxide M2,C5H11NO3S,168.05971,6.18
300,methioninesulfoxide M3,C5H11NO3S,169.063065,6.18
301,methioninesulfoxide M4,C5H11NO3S,170.06642,6.18
302,methioninesulfoxide M5,C5H11NO3S,171.069775,6.18
303,riboflavin M0,C17H20N4O6,377.146,3.01
304,riboflavin M1,C17H20N4O6,378.149355,3.01
305,riboflavin M2,C17H20N4O6,379.15271,3.01
306,riboflavin M3,C17H20N4O6,380.156065,3.01
307,riboflavin M4,C17H20N4O6,381.15942,3.01
308,riboflavin M5,C17H20N4O6,382.162775,3.01
309,riboflavin M6,C17H20N4O6,383.16613,3.01
310,riboflavin M7,C17H20N4O6,384.169485,3.01
311,riboflavin M8,C17H20N4O6,385.17284,3.01
312,riboflavin M9,C17H20N4O6,386.176195,3.01
313,riboflavin M10,C17H20N4O6,387.17955,3.01
314,riboflavin M11,C17H20N4O6,388.182905,3.01
315,riboflavin M12,C17H20N4O6,389.18626,3.01
316,riboflavin M13,C17H20N4O6,390.189615,3.01
317,riboflavin M14,C17H20N4O6,391.19297,3.01
318,riboflavin M15,C17H20N4O6,392.196325,3.01
319,riboflavin M16,C17H20N4O6,393.19968,3.01
320,riboflavin M17,C17H20N4O6,394.203035,3.01
321,betaine M0,C5H11NO2,118.086,4.67
322,betaine M1,C5H11NO2,119.089355,4.67
323,betaine M2,C5H11NO2,120.09271,4.67
324,betaine M3,C5H11NO2,121.096065,4.67
325,betaine M4,C5H11NO2,122.09942,4.67
326,betaine M5,C5H11NO2,123.102775,4.67
327,N-trimethyllysine M0,C9H21N2O2,189.16,10.35
328,N-trimethyllysine M1,C9H21N2O2,190.163355,10.35
329,N-trimethyllysine M2,C9H21N2O2,191.16671,10.35
330,N-trimethyllysine M3,C9H21N2O2,192.170065,10.35
331,N-trimethyllysine M4,C9H21N2O2,193.17342,10.35
332,N-trimethyllysine M5,C9H21N2O2,194.176775,10.35
333,N-trimethyllysine M6,C9H21N2O2,195.18013,10.35
334,N-trimethyllysine M7,C9H21N2O2,196.183485,10.35
335,N-trimethyllysine M8,C9H21N2O2,197.18684,10.35
336,N-trimethyllysine M9,C9H21N2O2,198.190195,10.35
337,3-hydroxy-trimethyllysine M0,C9H21N2O3,205.155,9.11
338,3-hydroxy-trimethyllysine M1,C9H21N2O3,206.158355,9.11
339,3-hydroxy-trimethyllysine M2,C9H21N2O3,207.16171,9.11
340,3-hydroxy-trimethyllysine M3,C9H21N2O3,208.165065,9.11
341,3-hydroxy-trimethyllysine M4,C9H21N2O3,209.16842,9.11
342,3-hydroxy-trimethyllysine M5,C9H21N2O3,210.171775,9.11
343,3-hydroxy-trimethyllysine M6,C9H21N2O3,211.17513,9.11
344,3-hydroxy-trimethyllysine M7,C9H21N2O3,212.178485,9.11
345,3-hydroxy-trimethyllysine M8,C9H21N2O3,213.18184,9.11
346,3-hydroxy-trimethyllysine M9,C9H21N2O3,214.185195,9.11
347,caffeine M0,C8H10N4O2,195.088,2.08
348,caffeine M1,C8H10N4O2,196.091355,2.08
349,caffeine M2,C8H10N4O2,197.09471,2.08
350,caffeine M3,C8H10N4O2,198.098065,2.08
351,caffeine M4,C8H10N4O2,199.10142,2.08
352,caffeine M5,C8H10N4O2,200.104775,2.08
353,caffeine M6,C8H10N4O2,201.10813,2.08
354,caffeine M7,C8H10N4O2,202.111485,2.08
355,caffeine M8,C8H10N4O2,203.11484,2.08
356,melatonin M0,C13H16N2O2,233.128,5.46
357,melatonin M1,C13H16N2O2,234.131355,5.46
358,melatonin M2,C13H16N2O2,235.13471,5.46
359,melatonin M3,C13H16N2O2,236.138065,5.46
360,melatonin M4,C13H16N2O2,237.14142,5.46
361,melatonin M5,C13H16N2O2,238.144775,5.46
362,melatonin M6,C13H16N2O2,239.14813,5.46
363,melatonin M7,C13H16N2O2,240.151485,5.46
364,melatonin M8,C13H16N2O2,241.15484,5.46
365,melatonin M9,C13H16N2O2,242.158195,5.46
366,melatonin M10,C13H16N2O2,243.16155,5.46
367,melatonin M11,C13H16N2O2,244.164905,5.46
368,melatonin M12,C13H16N2O2,245.16826,5.46
369,melatonin M13,C13H16N2O2,246.171615,5.46
370,serotonin M0,C10H12N2O,177.102,10.54
371,serotonin M1,C10H12N2O,178.105355,10.54
372,serotonin M2,C10H12N2O,179.10871,10.54
373,serotonin M3,C10H12N2O,180.112065,10.54
374,serotonin M4,C10H12N2O,181.11542,10.54
375,serotonin M5,C10H12N2O,182.118775,10.54
376,serotonin M6,C10H12N2O,183.12213,10.54
377,serotonin M7,C10H12N2O,184.125485,10.54
378,serotonin M8,C10H12N2O,185.12884,10.54
379,serotonin M9,C10H12N2O,186.132195,10.54
380,serotonin M10,C10H12N2O,187.13555,10.54
381,AIR M0,C8H14N3O7P,296.064,6.98
382,AIR M1,C8H14N3O7P,297.067355,6.98
383,AIR M2,C8H14N3O7P,298.07071,6.98
384,AIR M3,C8H14N3O7P,299.074065,6.98
385,AIR M4,C8H14N3O7P,300.07742,6.98
386,AIR M5,C8H14N3O7P,301.080775,6.98
387,AIR M6,C8H14N3O7P,302.08413,6.98
388,AIR M7,C8H14N3O7P,303.087485,6.98
389,AIR M8,C8H14N3O7P,304.09084,6.98
390,ophthalmate M0,C11H19N3O6,290.135,9.01
391,ophthalmate M1,C11H19N3O6,291.138355,9.01
392,ophthalmate M2,C11H19N3O6,292.14171,9.01
393,ophthalmate M3,C11H19N3O6,293.145065,9.01
394,ophthalmate M4,C11H19N3O6,294.14842,9.01
395,ophthalmate M5,C11H19N3O6,295.151775,9.01
396,ophthalmate M6,C11H19N3O6,296.15513,9.01
397,ophthalmate M7,C11H19N3O6,297.158485,9.01
398,ophthalmate M8,C11H19N3O6,298.16184,9.01
399,ophthalmate M9,C11H19N3O6,299.165195,9.01
400,ophthalmate M10,C11H19N3O6,300.16855,9.01
401,ophthalmate M11,C11H19N3O6,301.171905,9.01
402,cysteine-glutathione disulfide M0,C13H22N4O8S2,427.095,9.65
403,cysteine-glutathione disulfide M1,C13H22N4O8S2,428.098355,9.65
404,cysteine-glutathione disulfide M2,C13H22N4O8S2,429.10171,9.65
405,cysteine-glutathione disulfide M3,C13H22N4O8S2,430.105065,9.65
406,cysteine-glutathione disulfide M4,C13H22N4O8S2,431.10842,9.65
407,cysteine-glutathione disulfide M5,C13H22N4O8S2,432.111775,9.65
408,cysteine-glutathione disulfide M6,C13H22N4O8S2,433.11513,9.65
409,cysteine-glutathione disulfide M7,C13H22N4O8S2,434.118485,9.65
410,cysteine-glutathione disulfide M8,C13H22N4O8S2,435.12184,9.65
411,cysteine-glutathione disulfide M9,C13H22N4O8S2,436.125195,9.65
412,cysteine-glutathione disulfide M10,C13H22N4O8S2,437.12855,9.65
413,cysteine-glutathione disulfide M11,C13H22N4O8S2,438.131905,9.65
414,cysteine-glutathione disulfide M12,C13H22N4O8S2,439.13526,9.65
415,cysteine-glutathione disulfide M13,C13H22N4O8S2,440.138615,9.65
416,L-2-aminobutyric acid M0,C4H9NO2,104.071,6.62
417,L-2-aminobutyric acid M1,C4H9NO2,105.074355,6.62
418,L-2-aminobutyric acid M2,C4H9NO2,106.07771,6.62
419,L-2-aminobutyric acid M3,C4H9NO2,107.081065,6.62
420,L-2-aminobutyric acid M4,C4H9NO2,108.08442,6.62
421,gamma-glutamylcysteine M0,C8H14N2O5S,251.07,7.78
422,gamma-glutamylcysteine M1,C8H14N2O5S,252.073355,7.78
423,gamma-glutamylcysteine M2,C8H14N2O5S,253.07671,7.78
424,gamma-glutamylcysteine M3,C8H14N2O5S,254.080065,7.78
425,gamma-glutamylcysteine M4,C8H14N2O5S,255.08342,7.78
426,gamma-glutamylcysteine M5,C8H14N2O5S,256.086775,7.78
427,gamma-glutamylcysteine M6,C8H14N2O5S,257.09013,7.78
428,gamma-glutamylcysteine M7,C8H14N2O5S,258.093485,7.78
429,gamma-glutamylcysteine M8,C8H14N2O5S,259.09684,7.78
430,imidazoleacetate M0,C5H6N2O2,127.05,5.57
431,imidazoleacetate M1,C5H6N2O2,128.053355,5.57
432,imidazoleacetate M2,C5H6N2O2,129.05671,5.57
433,imidazoleacetate M3,C5H6N2O2,130.060065,5.57
434,imidazoleacetate M4,C5H6N2O2,131.06342,5.57
435,imidazoleacetate M5,C5H6N2O2,132.066775,5.57
436,urocanate M0,C6H6N2O2,139.05,5.38
437,urocanate M1,C6H6N2O2,140.053355,5.38
438,urocanate M2,C6H6N2O2,141.05671,5.38
439,urocanate M3,C6H6N2O2,142.060065,5.38
440,urocanate M4,C6H6N2O2,143.06342,5.38
441,urocanate M5,C6H6N2O2,144.066775,5.38
442,urocanate M6,C6H6N2O2,145.07013,5.38
443,adenine M0,C5H5N5,136.062,3.59
444,adenine M1,C5H5N5,137.065355,3.59
445,adenine M2,C5H5N5,138.06871,3.59
446,adenine M3,C5H5N5,139.072065,3.59
447,adenine M4,C5H5N5,140.07542,3.59
448,adenine M5,C5H5N5,141.078775,3.59
449,histamine M0,C5H9N3,112.087,10.52
450,histamine M1,C5H9N3,113.090355,10.52
451,histamine M2,C5H9N3,114.09371,10.52
452,histamine M3,C5H9N3,115.097065,10.52
453,histamine M4,C5H9N3,116.10042,10.52
454,histamine M5,C5H9N3,117.103775,10.52
455,dihydrourocanate M0,C6H8N2O2,141.066,4.11
456,dihydrourocanate M1,C6H8N2O2,142.069355,4.11
457,dihydrourocanate M2,C6H8N2O2,143.07271,4.11
458,dihydrourocanate M3,C6H8N2O2,144.076065,4.11
459,dihydrourocanate M4,C6H8N2O2,145.07942,4.11
460,dihydrourocanate M5,C6H8N2O2,146.082775,4.11
461,dihydrourocanate M6,C6H8N2O2,147.08613,4.11
462,imidazolepyruvate M0,C6H6N2O3,155.045,5.57
463,imidazolepyruvate M1,C6H6N2O3,156.048355,5.57
464,imidazolepyruvate M2,C6H6N2O3,157.05171,5.57
465,imidazolepyruvate M3,C6H6N2O3,158.055065,5.57
466,imidazolepyruvate M4,C6H6N2O3,159.05842,5.57
467,imidazolepyruvate M5,C6H6N2O3,160.061775,5.57
468,imidazolepyruvate M6,C6H6N2O3,161.06513,5.57
469,thioguanosine-diphosphate M0,C10H15N5O10P2S,460.009,12.35
470,thioguanosine-diphosphate M1,C10H15N5O10P2S,461.012355,12.35
471,thioguanosine-diphosphate M2,C10H15N5O10P2S,462.01571,12.35
472,thioguanosine-diphosphate M3,C10H15N5O10P2S,463.019065,12.35
473,thioguanosine-diphosphate M4,C10H15N5O10P2S,464.02242,12.35
474,thioguanosine-diphosphate M5,C10H15N5O10P2S,465.025775,12.35
475,thioguanosine-diphosphate M6,C10H15N5O10P2S,466.02913,12.35
476,thioguanosine-diphosphate M7,C10H15N5O10P2S,467.032485,12.35
